"COU","Country","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CHE","Switzerland","L_CONTR_G","Contribution of labour","2008","2008","PC_PNT","Percentage points","0","Units",,,0.8958297,,
"CHE","Switzerland","L_CONTR_G","Contribution of labour","2009","2009","PC_PNT","Percentage points","0","Units",,,-0.02821882,,
"CHE","Switzerland","L_CONTR_G","Contribution of labour","2010","2010","PC_PNT","Percentage points","0","Units",,,0.5606618,,
"CHE","Switzerland","L_CONTR_G","Contribution of labour","2011","2011","PC_PNT","Percentage points","0","Units",,,0.9777383,,
"CHE","Switzerland","L_CONTR_G","Contribution of labour","2012","2012","PC_PNT","Percentage points","0","Units",,,0.2757894,,
"CHE","Switzerland","L_CONTR_G","Contribution of labour","2013","2013","PC_PNT","Percentage points","0","Units",,,0.08061704,,
"CHE","Switzerland","K_CONTR_G","Contribution of produced capital","1991","1991","PC_PNT","Percentage points","0","Units",,,0.7817076,,
"CHE","Switzerland","K_CONTR_G","Contribution of produced capital","1992","1992","PC_PNT","Percentage points","0","Units",,,0.6350958,,
"CHE","Switzerland","K_CONTR_G","Contribution of produced capital","1993","1993","PC_PNT","Percentage points","0","Units",,,0.5454332,,
"CHE","Switzerland","K_CONTR_G","Contribution of produced capital","1994","1994","PC_PNT","Percentage points","0","Units",,,0.5583802,,
"CHE","Switzerland","K_CONTR_G","Contribution of produced capital","1995","1995","PC_PNT","Percentage points","0","Units",,,0.6446968,,
"CHE","Switzerland","K_CONTR_G","Contribution of produced capital","1996","1996","PC_PNT","Percentage points","0","Units",,,0.6091462,,
"CHE","Switzerland","K_CONTR_G","Contribution of produced capital","1997","1997","PC_PNT","Percentage points","0","Units",,,0.6763118,,
"CHE","Switzerland","K_CONTR_G","Contribution of produced capital","1998","1998","PC_PNT","Percentage points","0","Units",,,0.7811242,,
"CHE","Switzerland","K_CONTR_G","Contribution of produced capital","1999","1999","PC_PNT","Percentage points","0","Units",,,0.8070073,,
"CHE","Switzerland","K_CONTR_G","Contribution of produced capital","2000","2000","PC_PNT","Percentage points","0","Units",,,0.795157,,
"CHE","Switzerland","K_CONTR_G","Contribution of produced capital","2001","2001","PC_PNT","Percentage points","0","Units",,,0.6796444,,
"CHE","Switzerland","K_CONTR_G","Contribution of produced capital","2002","2002","PC_PNT","Percentage points","0","Units",,,0.6127289,,
"CHE","Switzerland","K_CONTR_G","Contribution of produced capital","2003","2003","PC_PNT","Percentage points","0","Units",,,0.4702216,,
"CHE","Switzerland","K_CONTR_G","Contribution of produced capital","2004","2004","PC_PNT","Percentage points","0","Units",,,0.5112191,,
"CHE","Switzerland","K_CONTR_G","Contribution of produced capital","2005","2005","PC_PNT","Percentage points","0","Units",,,0.4903866,,
"CHE","Switzerland","K_CONTR_G","Contribution of produced capital","2006","2006","PC_PNT","Percentage points","0","Units",,,0.5622357,,
"CHE","Switzerland","K_CONTR_G","Contribution of produced capital","2007","2007","PC_PNT","Percentage points","0","Units",,,0.6431556,,
"CHE","Switzerland","K_CONTR_G","Contribution of produced capital","2008","2008","PC_PNT","Percentage points","0","Units",,,0.5953845,,
"CHE","Switzerland","K_CONTR_G","Contribution of produced capital","2009","2009","PC_PNT","Percentage points","0","Units",,,0.373034,,
"CHE","Switzerland","K_CONTR_G","Contribution of produced capital","2010","2010","PC_PNT","Percentage points","0","Units",,,0.3962884,,
"CHE","Switzerland","K_CONTR_G","Contribution of produced capital","2011","2011","PC_PNT","Percentage points","0","Units",,,0.368594,,
"CHE","Switzerland","K_CONTR_G","Contribution of produced capital","2012","2012","PC_PNT","Percentage points","0","Units",,,0.3976784,,
"CHE","Switzerland","K_CONTR_G","Contribution of produced capital","2013","2013","PC_PNT","Percentage points","0","Units",,,0.3713561,,
"CHE","Switzerland","NK_CONTR_ALL_G","Contribution of natural capital","1991","1991","PC_PNT","Percentage points","0","Units",,,-0.00001041409,,
"CHE","Switzerland","NK_CONTR_ALL_G","Contribution of natural capital","1992","1992","PC_PNT","Percentage points","0","Units",,,0,,
"CHE","Switzerland","NK_CONTR_ALL_G","Contribution of natural capital","1993","1993","PC_PNT","Percentage points","0","Units",,,-0.000009534228,,
"CHE","Switzerland","NK_CONTR_ALL_G","Contribution of natural capital","1994","1994","PC_PNT","Percentage points","0","Units",,,-0.000008711525,,
"CHE","Switzerland","NK_CONTR_ALL_G","Contribution of natural capital","1995","1995","PC_PNT","Percentage points","0","Units",,,0,,
"CHE","Switzerland","NK_CONTR_ALL_G","Contribution of natural capital","1996","1996","PC_PNT","Percentage points","0","Units",,,0,,
"CHE","Switzerland","NK_CONTR_ALL_G","Contribution of natural capital","1997","1997","PC_PNT","Percentage points","0","Units",,,0,,
"CHE","Switzerland","NK_CONTR_ALL_G","Contribution of natural capital","1998","1998","PC_PNT","Percentage points","0","Units",,,0,,
"CHE","Switzerland","NK_CONTR_ALL_G","Contribution of natural capital","1999","1999","PC_PNT","Percentage points","0","Units",,,0,,
"CHE","Switzerland","NK_CONTR_ALL_G","Contribution of natural capital","2000","2000","PC_PNT","Percentage points","0","Units",,,0,,
"CHE","Switzerland","NK_CONTR_ALL_G","Contribution of natural capital","2001","2001","PC_PNT","Percentage points","0","Units",,,0,,
"CHE","Switzerland","NK_CONTR_ALL_G","Contribution of natural capital","2002","2002","PC_PNT","Percentage points","0","Units",,,0,,
"CHE","Switzerland","NK_CONTR_ALL_G","Contribution of natural capital","2003","2003","PC_PNT","Percentage points","0","Units",,,0,,
"CHE","Switzerland","NK_CONTR_ALL_G","Contribution of natural capital","2004","2004","PC_PNT","Percentage points","0","Units",,,0,,
"CHE","Switzerland","NK_CONTR_ALL_G","Contribution of natural capital","2005","2005","PC_PNT","Percentage points","0","Units",,,0,,
"CHE","Switzerland","NK_CONTR_ALL_G","Contribution of natural capital","2006","2006","PC_PNT","Percentage points","0","Units",,,0,,
"CHE","Switzerland","NK_CONTR_ALL_G","Contribution of natural capital","2007","2007","PC_PNT","Percentage points","0","Units",,,0,,
"CHE","Switzerland","NK_CONTR_ALL_G","Contribution of natural capital","2008","2008","PC_PNT","Percentage points","0","Units",,,0,,
"CHE","Switzerland","NK_CONTR_ALL_G","Contribution of natural capital","2009","2009","PC_PNT","Percentage points","0","Units",,,0.00002599467,,
"CHE","Switzerland","NK_CONTR_ALL_G","Contribution of natural capital","2010","2010","PC_PNT","Percentage points","0","Units",,,0.00004810492,,
"CHE","Switzerland","NK_CONTR_ALL_G","Contribution of natural capital","2011","2011","PC_PNT","Percentage points","0","Units",,,0.00003287672,,
"CHE","Switzerland","NK_CONTR_ALL_G","Contribution of natural capital","2012","2012","PC_PNT","Percentage points","0","Units",,,0.00001172829,,
"CHE","Switzerland","NK_CONTR_ALL_G","Contribution of natural capital","2013","2013","PC_PNT","Percentage points","0","Units",,,0.00005252793,,
"CHE","Switzerland","EAMFP_G","Environmentally adjusted multifactor productivity growth","1991","1991","PC_PNT","Percentage points","0","Units",,,-3.209127,,
"CHE","Switzerland","EAMFP_G","Environmentally adjusted multifactor productivity growth","1992","1992","PC_PNT","Percentage points","0","Units",,,0.06515187,,
"CHE","Switzerland","EAMFP_G","Environmentally adjusted multifactor productivity growth","1993","1993","PC_PNT","Percentage points","0","Units",,,0.566716,,
"CHE","Switzerland","EAMFP_G","Environmentally adjusted multifactor productivity growth","1994","1994","PC_PNT","Percentage points","0","Units",,,0.7696354,,
"CHE","Switzerland","EAMFP_G","Environmentally adjusted multifactor productivity growth","1995","1995","PC_PNT","Percentage points","0","Units",,,0.3079364,,
"CHE","Switzerland","EAMFP_G","Environmentally adjusted multifactor productivity growth","1996","1996","PC_PNT","Percentage points","0","Units",,,0.7764667,,
"CHE","Switzerland","EAMFP_G","Environmentally adjusted multifactor productivity growth","1997","1997","PC_PNT","Percentage points","0","Units",,,2.406999,,
"CHE","Switzerland","EAMFP_G","Environmentally adjusted multifactor productivity growth","1998","1998","PC_PNT","Percentage points","0","Units",,,1.170994,,
"CHE","Switzerland","EAMFP_G","Environmentally adjusted multifactor productivity growth","1999","1999","PC_PNT","Percentage points","0","Units",,,0.136763,,
"CHE","Switzerland","EAMFP_G","Environmentally adjusted multifactor productivity growth","2000","2000","PC_PNT","Percentage points","0","Units",,,3.266913,,
"CHE","Switzerland","EAMFP_G","Environmentally adjusted multifactor productivity growth","2001","2001","PC_PNT","Percentage points","0","Units",,,1.231486,,
"CHE","Switzerland","EAMFP_G","Environmentally adjusted multifactor productivity growth","2002","2002","PC_PNT","Percentage points","0","Units",,,0.5465224,,
"CHE","Switzerland","EAMFP_G","Environmentally adjusted multifactor productivity growth","2003","2003","PC_PNT","Percentage points","0","Units",,,-0.2011589,,
"CHE","Switzerland","EAMFP_G","Environmentally adjusted multifactor productivity growth","2004","2004","PC_PNT","Percentage points","0","Units",,,1.67879,,
"CHE","Switzerland","EAMFP_G","Environmentally adjusted multifactor productivity growth","2005","2005","PC_PNT","Percentage points","0","Units",,,2.420725,,
"CHE","Switzerland","EAMFP_G","Environmentally adjusted multifactor productivity growth","2006","2006","PC_PNT","Percentage points","0","Units",,,2.920217,,
"CHE","Switzerland","EAMFP_G","Environmentally adjusted multifactor productivity growth","2007","2007","PC_PNT","Percentage points","0","Units",,,3.065704,,
"CHE","Switzerland","EAMFP_G","Environmentally adjusted multifactor productivity growth","2008","2008","PC_PNT","Percentage points","0","Units",,,0.3446214,,
"CHE","Switzerland","EAMFP_G","Environmentally adjusted multifactor productivity growth","2009","2009","PC_PNT","Percentage points","0","Units",,,-1.904518,,
"CHE","Switzerland","EAMFP_G","Environmentally adjusted multifactor productivity growth","2010","2010","PC_PNT","Percentage points","0","Units",,,1.811519,,
"CHE","Switzerland","EAMFP_G","Environmentally adjusted multifactor productivity growth","2011","2011","PC_PNT","Percentage points","0","Units",,,1.529672,,
"CHE","Switzerland","EAMFP_G","Environmentally adjusted multifactor productivity growth","2012","2012","PC_PNT","Percentage points","0","Units",,,0.4864496,,
"CHE","Switzerland","EAMFP_G","Environmentally adjusted multifactor productivity growth","2013","2013","PC_PNT","Percentage points","0","Units",,,1.191216,,
"TUR","Turkey","PA_GDP_G","Pollution-adjusted GDP growth","1991","1991","PC_PNT","Percentage points","0","Units",,,-0.5001884,,
"TUR","Turkey","PA_GDP_G","Pollution-adjusted GDP growth","1992","1992","PC_PNT","Percentage points","0","Units",,,4.098343,,
"TUR","Turkey","PA_GDP_G","Pollution-adjusted GDP growth","1993","1993","PC_PNT","Percentage points","0","Units",,,6.271529,,
"TUR","Turkey","PA_GDP_G","Pollution-adjusted GDP growth","1994","1994","PC_PNT","Percentage points","0","Units",,,-4.40204,,
"TUR","Turkey","PA_GDP_G","Pollution-adjusted GDP growth","1995","1995","PC_PNT","Percentage points","0","Units",,,5.865456,,
"TUR","Turkey","PA_GDP_G","Pollution-adjusted GDP growth","1996","1996","PC_PNT","Percentage points","0","Units",,,4.799011,,
"TUR","Turkey","PA_GDP_G","Pollution-adjusted GDP growth","1997","1997","PC_PNT","Percentage points","0","Units",,,5.878117,,
"TUR","Turkey","PA_GDP_G","Pollution-adjusted GDP growth","1998","1998","PC_PNT","Percentage points","0","Units",,,2.413483,,
"TUR","Turkey","PA_GDP_G","Pollution-adjusted GDP growth","1999","1999","PC_PNT","Percentage points","0","Units",,,-3.284916,,
"TUR","Turkey","PA_GDP_G","Pollution-adjusted GDP growth","2000","2000","PC_PNT","Percentage points","0","Units",,,4.124652,,
"TUR","Turkey","PA_GDP_G","Pollution-adjusted GDP growth","2001","2001","PC_PNT","Percentage points","0","Units",,,-3.50052,,
"TUR","Turkey","PA_GDP_G","Pollution-adjusted GDP growth","2002","2002","PC_PNT","Percentage points","0","Units",,,4.954233,,
"TUR","Turkey","PA_GDP_G","Pollution-adjusted GDP growth","2003","2003","PC_PNT","Percentage points","0","Units",,,3.431571,,
"TUR","Turkey","PA_GDP_G","Pollution-adjusted GDP growth","2004","2004","PC_PNT","Percentage points","0","Units",,,8.163217,,
"TUR","Turkey","PA_GDP_G","Pollution-adjusted GDP growth","2005","2005","PC_PNT","Percentage points","0","Units",,,6.801664,,
"TUR","Turkey","PA_GDP_G","Pollution-adjusted GDP growth","2006","2006","PC_PNT","Percentage points","0","Units",,,5.225849,,
"TUR","Turkey","PA_GDP_G","Pollution-adjusted GDP growth","2007","2007","PC_PNT","Percentage points","0","Units",,,1.831503,,
"TUR","Turkey","PA_GDP_G","Pollution-adjusted GDP growth","2008","2008","PC_PNT","Percentage points","0","Units",,,1.602195,,
"TUR","Turkey","PA_GDP_G","Pollution-adjusted GDP growth","2009","2009","PC_PNT","Percentage points","0","Units",,,-5.257169,,
"TUR","Turkey","PA_GDP_G","Pollution-adjusted GDP growth","2010","2010","PC_PNT","Percentage points","0","Units",,,6.879632,,
"TUR","Turkey","PA_GDP_G","Pollution-adjusted GDP growth","2011","2011","PC_PNT","Percentage points","0","Units",,,7.347377,,
"TUR","Turkey","PA_GDP_G","Pollution-adjusted GDP growth","2012","2012","PC_PNT","Percentage points","0","Units",,,1.089596,,
"TUR","Turkey","GDP_G","GDP growth","1991","1991","PC_PNT","Percentage points","0","Units",,,0.7202785,,
"TUR","Turkey","GDP_G","GDP growth","1992","1992","PC_PNT","Percentage points","0","Units",,,5.035631,,
"TUR","Turkey","GDP_G","GDP growth","1993","1993","PC_PNT","Percentage points","0","Units",,,7.651265,,
"TUR","Turkey","GDP_G","GDP growth","1994","1994","PC_PNT","Percentage points","0","Units",,,-4.668145,,
"TUR","Turkey","GDP_G","GDP growth","1995","1995","PC_PNT","Percentage points","0","Units",,,7.878269,,
"TUR","Turkey","GDP_G","GDP growth","1996","1996","PC_PNT","Percentage points","0","Units",,,7.379671,,
"TUR","Turkey","GDP_G","GDP growth","1997","1997","PC_PNT","Percentage points","0","Units",,,7.577656,,
"TUR","Turkey","GDP_G","GDP growth","1998","1998","PC_PNT","Percentage points","0","Units",,,2.308224,,
"TUR","Turkey","GDP_G","GDP growth","1999","1999","PC_PNT","Percentage points","0","Units",,,-3.365345,,
"TUR","Turkey","GDP_G","GDP growth","2000","2000","PC_PNT","Percentage points","0","Units",,,6.774447,,
"TUR","Turkey","GDP_G","GDP growth","2001","2001","PC_PNT","Percentage points","0","Units",,,-5.69748,,
"TUR","Turkey","GDP_G","GDP growth","2002","2002","PC_PNT","Percentage points","0","Units",,,6.163846,,
"TUR","Turkey","GDP_G","GDP growth","2003","2003","PC_PNT","Percentage points","0","Units",,,5.265255,,
"TUR","Turkey","GDP_G","GDP growth","2004","2004","PC_PNT","Percentage points","0","Units",,,9.362809,,
"TUR","Turkey","GDP_G","GDP growth","2005","2005","PC_PNT","Percentage points","0","Units",,,8.401619,,
"TUR","Turkey","GDP_G","GDP growth","2006","2006","PC_PNT","Percentage points","0","Units",,,6.893501,,
"TUR","Turkey","GDP_G","GDP growth","2007","2007","PC_PNT","Percentage points","0","Units",,,4.668574,,
"TUR","Turkey","GDP_G","GDP growth","2008","2008","PC_PNT","Percentage points","0","Units",,,0.6588351,,
"TUR","Turkey","GDP_G","GDP growth","2009","2009","PC_PNT","Percentage points","0","Units",,,-4.825877,,
"TUR","Turkey","GDP_G","GDP growth","2010","2010","PC_PNT","Percentage points","0","Units",,,9.15696,,
"TUR","Turkey","GDP_G","GDP growth","2011","2011","PC_PNT","Percentage points","0","Units",,,8.772748,,
"TUR","Turkey","GDP_G","GDP growth","2012","2012","PC_PNT","Percentage points","0","Units",,,2.127457,,
"TUR","Turkey","P_ADJ_ALL_G","Adjustment for pollution abatement","1991","1991","PC_PNT","Percentage points","0","Units",,,-1.220467,,
"TUR","Turkey","P_ADJ_ALL_G","Adjustment for pollution abatement","1992","1992","PC_PNT","Percentage points","0","Units",,,-0.9372885,,
"TUR","Turkey","P_ADJ_ALL_G","Adjustment for pollution abatement","1993","1993","PC_PNT","Percentage points","0","Units",,,-1.379736,,
"TUR","Turkey","P_ADJ_ALL_G","Adjustment for pollution abatement","1994","1994","PC_PNT","Percentage points","0","Units",,,0.2661048,,
"TUR","Turkey","P_ADJ_ALL_G","Adjustment for pollution abatement","1995","1995","PC_PNT","Percentage points","0","Units",,,-2.012813,,
"TUR","Turkey","P_ADJ_ALL_G","Adjustment for pollution abatement","1996","1996","PC_PNT","Percentage points","0","Units",,,-2.58066,,
"TUR","Turkey","P_ADJ_ALL_G","Adjustment for pollution abatement","1997","1997","PC_PNT","Percentage points","0","Units",,,-1.699539,,
"TUR","Turkey","P_ADJ_ALL_G","Adjustment for pollution abatement","1998","1998","PC_PNT","Percentage points","0","Units",,,0.1052591,,
"TUR","Turkey","P_ADJ_ALL_G","Adjustment for pollution abatement","1999","1999","PC_PNT","Percentage points","0","Units",,,0.08042887,,
"TUR","Turkey","P_ADJ_ALL_G","Adjustment for pollution abatement","2000","2000","PC_PNT","Percentage points","0","Units",,,-2.649795,,
"TUR","Turkey","P_ADJ_ALL_G","Adjustment for pollution abatement","2001","2001","PC_PNT","Percentage points","0","Units",,,2.19696,,
"TUR","Turkey","P_ADJ_ALL_G","Adjustment for pollution abatement","2002","2002","PC_PNT","Percentage points","0","Units",,,-1.209612,,
"TUR","Turkey","P_ADJ_ALL_G","Adjustment for pollution abatement","2003","2003","PC_PNT","Percentage points","0","Units",,,-1.833685,,
"TUR","Turkey","P_ADJ_ALL_G","Adjustment for pollution abatement","2004","2004","PC_PNT","Percentage points","0","Units",,,-1.199592,,
"TUR","Turkey","P_ADJ_ALL_G","Adjustment for pollution abatement","2005","2005","PC_PNT","Percentage points","0","Units",,,-1.599955,,
"TUR","Turkey","P_ADJ_ALL_G","Adjustment for pollution abatement","2006","2006","PC_PNT","Percentage points","0","Units",,,-1.667652,,
"TUR","Turkey","P_ADJ_ALL_G","Adjustment for pollution abatement","2007","2007","PC_PNT","Percentage points","0","Units",,,-2.837071,,
"TUR","Turkey","P_ADJ_ALL_G","Adjustment for pollution abatement","2008","2008","PC_PNT","Percentage points","0","Units",,,0.94336,,
"TUR","Turkey","P_ADJ_ALL_G","Adjustment for pollution abatement","2009","2009","PC_PNT","Percentage points","0","Units",,,-0.4312923,,
"TUR","Turkey","P_ADJ_ALL_G","Adjustment for pollution abatement","2010","2010","PC_PNT","Percentage points","0","Units",,,-2.277327,,
"TUR","Turkey","P_ADJ_ALL_G","Adjustment for pollution abatement","2011","2011","PC_PNT","Percentage points","0","Units",,,-1.425371,,
"TUR","Turkey","P_ADJ_ALL_G","Adjustment for pollution abatement","2012","2012","PC_PNT","Percentage points","0","Units",,,-1.037861,,
"TUR","Turkey","L_CONTR_G","Contribution of labour","1991","1991","PC_PNT","Percentage points","0","Units",,,0.660975,,
"TUR","Turkey","L_CONTR_G","Contribution of labour","1992","1992","PC_PNT","Percentage points","0","Units",,,0.372698,,
"TUR","Turkey","L_CONTR_G","Contribution of labour","1993","1993","PC_PNT","Percentage points","0","Units",,,-0.6294334,,
"TUR","Turkey","L_CONTR_G","Contribution of labour","1994","1994","PC_PNT","Percentage points","0","Units",,,0.9729244,,
"TUR","Turkey","L_CONTR_G","Contribution of labour","1995","1995","PC_PNT","Percentage points","0","Units",,,0.3662379,,
"TUR","Turkey","L_CONTR_G","Contribution of labour","1996","1996","PC_PNT","Percentage points","0","Units",,,0.6233338,,
"TUR","Turkey","L_CONTR_G","Contribution of labour","1997","1997","PC_PNT","Percentage points","0","Units",,,-0.1239296,,
"TUR","Turkey","L_CONTR_G","Contribution of labour","1998","1998","PC_PNT","Percentage points","0","Units",,,0.5450603,,
"TUR","Turkey","L_CONTR_G","Contribution of labour","1999","1999","PC_PNT","Percentage points","0","Units",,,0.6815576,,
"TUR","Turkey","L_CONTR_G","Contribution of labour","2000","2000","PC_PNT","Percentage points","0","Units",,,-0.3109634,,
"TUR","Turkey","L_CONTR_G","Contribution of labour","2001","2001","PC_PNT","Percentage points","0","Units",,,0.04489203,,
"TUR","Turkey","L_CONTR_G","Contribution of labour","2002","2002","PC_PNT","Percentage points","0","Units",,,-0.04894945,,
"TUR","Turkey","L_CONTR_G","Contribution of labour","2003","2003","PC_PNT","Percentage points","0","Units",,,-0.1491751,,
"TUR","Turkey","L_CONTR_G","Contribution of labour","2004","2004","PC_PNT","Percentage points","0","Units",,,0.1132005,,
"TUR","Turkey","L_CONTR_G","Contribution of labour","2005","2005","PC_PNT","Percentage points","0","Units",,,0.5861486,,
"TUR","Turkey","L_CONTR_G","Contribution of labour","2006","2006","PC_PNT","Percentage points","0","Units",,,0.4108813,,
"TUR","Turkey","L_CONTR_G","Contribution of labour","2007","2007","PC_PNT","Percentage points","0","Units",,,-0.03343689,,
"TUR","Turkey","L_CONTR_G","Contribution of labour","2008","2008","PC_PNT","Percentage points","0","Units",,,0.2926633,,
"TUR","Turkey","L_CONTR_G","Contribution of labour","2009","2009","PC_PNT","Percentage points","0","Units",,,-0.1124919,,
"TUR","Turkey","L_CONTR_G","Contribution of labour","2010","2010","PC_PNT","Percentage points","0","Units",,,1.06325,,
"TUR","Turkey","L_CONTR_G","Contribution of labour","2011","2011","PC_PNT","Percentage points","0","Units",,,1.06676,,
"TUR","Turkey","L_CONTR_G","Contribution of labour","2012","2012","PC_PNT","Percentage points","0","Units",,,0.443019,,
"TUR","Turkey","K_CONTR_G","Contribution of produced capital","1991","1991","PC_PNT","Percentage points","0","Units",,,2.769127,,
"TUR","Turkey","K_CONTR_G","Contribution of produced capital","1992","1992","PC_PNT","Percentage points","0","Units",,,2.511228,,
"TUR","Turkey","K_CONTR_G","Contribution of produced capital","1993","1993","PC_PNT","Percentage points","0","Units",,,3.166301,,
"TUR","Turkey","K_CONTR_G","Contribution of produced capital","1994","1994","PC_PNT","Percentage points","0","Units",,,2.52752,,
"TUR","Turkey","K_CONTR_G","Contribution of produced capital","1995","1995","PC_PNT","Percentage points","0","Units",,,1.894374,,
"TUR","Turkey","K_CONTR_G","Contribution of produced capital","1996","1996","PC_PNT","Percentage points","0","Units",,,2.148311,,
"TUR","Turkey","K_CONTR_G","Contribution of produced capital","1997","1997","PC_PNT","Percentage points","0","Units",,,2.272978,,
"TUR","Turkey","K_CONTR_G","Contribution of produced capital","1998","1998","PC_PNT","Percentage points","0","Units",,,2.281279,,
"TUR","Turkey","K_CONTR_G","Contribution of produced capital","1999","1999","PC_PNT","Percentage points","0","Units",,,1.727181,,
"TUR","Turkey","K_CONTR_G","Contribution of produced capital","2000","2000","PC_PNT","Percentage points","0","Units",,,1.539611,,
"TUR","Turkey","K_CONTR_G","Contribution of produced capital","2001","2001","PC_PNT","Percentage points","0","Units",,,1.270466,,
"TUR","Turkey","K_CONTR_G","Contribution of produced capital","2002","2002","PC_PNT","Percentage points","0","Units",,,0.9939658,,
"TUR","Turkey","K_CONTR_G","Contribution of produced capital","2003","2003","PC_PNT","Percentage points","0","Units",,,1.326717,,
"TUR","Turkey","K_CONTR_G","Contribution of produced capital","2004","2004","PC_PNT","Percentage points","0","Units",,,2.161584,,
"TUR","Turkey","K_CONTR_G","Contribution of produced capital","2005","2005","PC_PNT","Percentage points","0","Units",,,2.844331,,
"TUR","Turkey","K_CONTR_G","Contribution of produced capital","2006","2006","PC_PNT","Percentage points","0","Units",,,3.332304,,
"TUR","Turkey","K_CONTR_G","Contribution of produced capital","2007","2007","PC_PNT","Percentage points","0","Units",,,3.103979,,
"TUR","Turkey","K_CONTR_G","Contribution of produced capital","2008","2008","PC_PNT","Percentage points","0","Units",,,2.199768,,
"TUR","Turkey","K_CONTR_G","Contribution of produced capital","2009","2009","PC_PNT","Percentage points","0","Units",,,1.49701,,
"TUR","Turkey","K_CONTR_G","Contribution of produced capital","2010","2010","PC_PNT","Percentage points","0","Units",,,1.453487,,
"TUR","Turkey","K_CONTR_G","Contribution of produced capital","2011","2011","PC_PNT","Percentage points","0","Units",,,1.93777,,
"TUR","Turkey","K_CONTR_G","Contribution of produced capital","2012","2012","PC_PNT","Percentage points","0","Units",,,2.153388,,
"TUR","Turkey","NK_CONTR_ALL_G","Contribution of natural capital","1991","1991","PC_PNT","Percentage points","0","Units",,,0.02250186,,
"TUR","Turkey","NK_CONTR_ALL_G","Contribution of natural capital","1992","1992","PC_PNT","Percentage points","0","Units",,,-0.000001635942,,
"TUR","Turkey","NK_CONTR_ALL_G","Contribution of natural capital","1993","1993","PC_PNT","Percentage points","0","Units",,,-0.01199971,,
"TUR","Turkey","NK_CONTR_ALL_G","Contribution of natural capital","1994","1994","PC_PNT","Percentage points","0","Units",,,-0.008054276,,
"TUR","Turkey","NK_CONTR_ALL_G","Contribution of natural capital","1995","1995","PC_PNT","Percentage points","0","Units",,,-0.00510481,,
"TUR","Turkey","NK_CONTR_ALL_G","Contribution of natural capital","1996","1996","PC_PNT","Percentage points","0","Units",,,0.0003325674,,
"TUR","Turkey","NK_CONTR_ALL_G","Contribution of natural capital","1997","1997","PC_PNT","Percentage points","0","Units",,,-0.0003254609,,
"TUR","Turkey","NK_CONTR_ALL_G","Contribution of natural capital","1998","1998","PC_PNT","Percentage points","0","Units",,,0.003098903,,
"TUR","Turkey","NK_CONTR_ALL_G","Contribution of natural capital","1999","1999","PC_PNT","Percentage points","0","Units",,,0.0008451639,,
"TUR","Turkey","NK_CONTR_ALL_G","Contribution of natural capital","2000","2000","PC_PNT","Percentage points","0","Units",,,-0.004391039,,
"TUR","Turkey","NK_CONTR_ALL_G","Contribution of natural capital","2001","2001","PC_PNT","Percentage points","0","Units",,,-0.01159888,,
"TUR","Turkey","NK_CONTR_ALL_G","Contribution of natural capital","2002","2002","PC_PNT","Percentage points","0","Units",,,-0.002812406,,
"TUR","Turkey","NK_CONTR_ALL_G","Contribution of natural capital","2003","2003","PC_PNT","Percentage points","0","Units",,,0.004352428,,
"TUR","Turkey","NK_CONTR_ALL_G","Contribution of natural capital","2004","2004","PC_PNT","Percentage points","0","Units",,,1.008709,,
"TUR","Turkey","NK_CONTR_ALL_G","Contribution of natural capital","2005","2005","PC_PNT","Percentage points","0","Units",,,0.02705346,,
"TUR","Turkey","NK_CONTR_ALL_G","Contribution of natural capital","2006","2006","PC_PNT","Percentage points","0","Units",,,0.005813363,,
"TUR","Turkey","NK_CONTR_ALL_G","Contribution of natural capital","2007","2007","PC_PNT","Percentage points","0","Units",,,0.01483499,,
"TUR","Turkey","NK_CONTR_ALL_G","Contribution of natural capital","2008","2008","PC_PNT","Percentage points","0","Units",,,0.01585604,,
"TUR","Turkey","NK_CONTR_ALL_G","Contribution of natural capital","2009","2009","PC_PNT","Percentage points","0","Units",,,0.01022266,,
"TUR","Turkey","NK_CONTR_ALL_G","Contribution of natural capital","2010","2010","PC_PNT","Percentage points","0","Units",,,0.02505092,,
"TUR","Turkey","NK_CONTR_ALL_G","Contribution of natural capital","2011","2011","PC_PNT","Percentage points","0","Units",,,0.01609586,,
"TUR","Turkey","NK_CONTR_ALL_G","Contribution of natural capital","2012","2012","PC_PNT","Percentage points","0","Units",,,0.006356612,,
"TUR","Turkey","EAMFP_G","Environmentally adjusted multifactor productivity growth","1991","1991","PC_PNT","Percentage points","0","Units",,,-3.952792,,
"TUR","Turkey","EAMFP_G","Environmentally adjusted multifactor productivity growth","1992","1992","PC_PNT","Percentage points","0","Units",,,1.214419,,
"TUR","Turkey","EAMFP_G","Environmentally adjusted multifactor productivity growth","1993","1993","PC_PNT","Percentage points","0","Units",,,3.746662,,
"TUR","Turkey","EAMFP_G","Environmentally adjusted multifactor productivity growth","1994","1994","PC_PNT","Percentage points","0","Units",,,-7.894431,,
"TUR","Turkey","EAMFP_G","Environmentally adjusted multifactor productivity growth","1995","1995","PC_PNT","Percentage points","0","Units",,,3.609949,,
"TUR","Turkey","EAMFP_G","Environmentally adjusted multifactor productivity growth","1996","1996","PC_PNT","Percentage points","0","Units",,,2.027033,,
