"COU","Country","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUS","Australia","PA_GDP_G","Pollution-adjusted GDP growth","1991","1991","PC_PNT","Percentage points","0","Units",,,0.381369,,
"AUS","Australia","PA_GDP_G","Pollution-adjusted GDP growth","1992","1992","PC_PNT","Percentage points","0","Units",,,3.884425,,
"AUS","Australia","PA_GDP_G","Pollution-adjusted GDP growth","1993","1993","PC_PNT","Percentage points","0","Units",,,3.881379,,
"AUS","Australia","PA_GDP_G","Pollution-adjusted GDP growth","1994","1994","PC_PNT","Percentage points","0","Units",,,3.751882,,
"AUS","Australia","PA_GDP_G","Pollution-adjusted GDP growth","1995","1995","PC_PNT","Percentage points","0","Units",,,3.495713,,
"AUS","Australia","PA_GDP_G","Pollution-adjusted GDP growth","1996","1996","PC_PNT","Percentage points","0","Units",,,3.825359,,
"AUS","Australia","PA_GDP_G","Pollution-adjusted GDP growth","1997","1997","PC_PNT","Percentage points","0","Units",,,4.077144,,
"AUS","Australia","PA_GDP_G","Pollution-adjusted GDP growth","1998","1998","PC_PNT","Percentage points","0","Units",,,4.604055,,
"AUS","Australia","PA_GDP_G","Pollution-adjusted GDP growth","1999","1999","PC_PNT","Percentage points","0","Units",,,3.746943,,
"AUS","Australia","PA_GDP_G","Pollution-adjusted GDP growth","2000","2000","PC_PNT","Percentage points","0","Units",,,1.77933,,
"AUS","Australia","PA_GDP_G","Pollution-adjusted GDP growth","2001","2001","PC_PNT","Percentage points","0","Units",,,3.627926,,
"AUS","Australia","PA_GDP_G","Pollution-adjusted GDP growth","2002","2002","PC_PNT","Percentage points","0","Units",,,3.014445,,
"AUS","Australia","PA_GDP_G","Pollution-adjusted GDP growth","2003","2003","PC_PNT","Percentage points","0","Units",,,4.085009,,
"AUS","Australia","PA_GDP_G","Pollution-adjusted GDP growth","2004","2004","PC_PNT","Percentage points","0","Units",,,2.938981,,
"AUS","Australia","PA_GDP_G","Pollution-adjusted GDP growth","2005","2005","PC_PNT","Percentage points","0","Units",,,2.919178,,
"AUS","Australia","PA_GDP_G","Pollution-adjusted GDP growth","2006","2006","PC_PNT","Percentage points","0","Units",,,3.629901,,
"AUS","Australia","PA_GDP_G","Pollution-adjusted GDP growth","2007","2007","PC_PNT","Percentage points","0","Units",,,3.481232,,
"AUS","Australia","PA_GDP_G","Pollution-adjusted GDP growth","2008","2008","PC_PNT","Percentage points","0","Units",,,1.636137,,
"AUS","Australia","PA_GDP_G","Pollution-adjusted GDP growth","2009","2009","PC_PNT","Percentage points","0","Units",,,2.016772,,
"AUS","Australia","PA_GDP_G","Pollution-adjusted GDP growth","2010","2010","PC_PNT","Percentage points","0","Units",,,2.316194,,
"AUS","Australia","PA_GDP_G","Pollution-adjusted GDP growth","2011","2011","PC_PNT","Percentage points","0","Units",,,3.682232,,
"AUS","Australia","PA_GDP_G","Pollution-adjusted GDP growth","2012","2012","PC_PNT","Percentage points","0","Units",,,2.386528,,
"AUS","Australia","GDP_G","GDP growth","1991","1991","PC_PNT","Percentage points","0","Units",,,0.3968134,,
"AUS","Australia","GDP_G","GDP growth","1992","1992","PC_PNT","Percentage points","0","Units",,,4.066731,,
"AUS","Australia","GDP_G","GDP growth","1993","1993","PC_PNT","Percentage points","0","Units",,,4.034255,,
"AUS","Australia","GDP_G","GDP growth","1994","1994","PC_PNT","Percentage points","0","Units",,,3.877631,,
"AUS","Australia","GDP_G","GDP growth","1995","1995","PC_PNT","Percentage points","0","Units",,,3.947761,,
"AUS","Australia","GDP_G","GDP growth","1996","1996","PC_PNT","Percentage points","0","Units",,,3.943473,,
"AUS","Australia","GDP_G","GDP growth","1997","1997","PC_PNT","Percentage points","0","Units",,,4.430845,,
"AUS","Australia","GDP_G","GDP growth","1998","1998","PC_PNT","Percentage points","0","Units",,,5.004322,,
"AUS","Australia","GDP_G","GDP growth","1999","1999","PC_PNT","Percentage points","0","Units",,,3.872105,,
"AUS","Australia","GDP_G","GDP growth","2000","2000","PC_PNT","Percentage points","0","Units",,,1.928555,,
"AUS","Australia","GDP_G","GDP growth","2001","2001","PC_PNT","Percentage points","0","Units",,,3.863089,,
"AUS","Australia","GDP_G","GDP growth","2002","2002","PC_PNT","Percentage points","0","Units",,,3.079442,,
"AUS","Australia","GDP_G","GDP growth","2003","2003","PC_PNT","Percentage points","0","Units",,,4.156261,,
"AUS","Australia","GDP_G","GDP growth","2004","2004","PC_PNT","Percentage points","0","Units",,,3.216099,,
"AUS","Australia","GDP_G","GDP growth","2005","2005","PC_PNT","Percentage points","0","Units",,,2.988583,,
"AUS","Australia","GDP_G","GDP growth","2006","2006","PC_PNT","Percentage points","0","Units",,,3.759692,,
"AUS","Australia","GDP_G","GDP growth","2007","2007","PC_PNT","Percentage points","0","Units",,,3.70191,,
"AUS","Australia","GDP_G","GDP growth","2008","2008","PC_PNT","Percentage points","0","Units",,,1.746984,,
"AUS","Australia","GDP_G","GDP growth","2009","2009","PC_PNT","Percentage points","0","Units",,,1.965205,,
"AUS","Australia","GDP_G","GDP growth","2010","2010","PC_PNT","Percentage points","0","Units",,,2.32384,,
"AUS","Australia","GDP_G","GDP growth","2011","2011","PC_PNT","Percentage points","0","Units",,,3.564739,,
"AUS","Australia","GDP_G","GDP growth","2012","2012","PC_PNT","Percentage points","0","Units",,,2.416174,,
"AUS","Australia","P_ADJ_ALL_G","Adjustment for pollution abatement","1991","1991","PC_PNT","Percentage points","0","Units",,,-0.01544443,,
"AUS","Australia","P_ADJ_ALL_G","Adjustment for pollution abatement","1992","1992","PC_PNT","Percentage points","0","Units",,,-0.1823063,,
"AUS","Australia","P_ADJ_ALL_G","Adjustment for pollution abatement","1993","1993","PC_PNT","Percentage points","0","Units",,,-0.1528751,,
"AUS","Australia","P_ADJ_ALL_G","Adjustment for pollution abatement","1994","1994","PC_PNT","Percentage points","0","Units",,,-0.1257492,,
"AUS","Australia","P_ADJ_ALL_G","Adjustment for pollution abatement","1995","1995","PC_PNT","Percentage points","0","Units",,,-0.4520483,,
"AUS","Australia","P_ADJ_ALL_G","Adjustment for pollution abatement","1996","1996","PC_PNT","Percentage points","0","Units",,,-0.1181135,,
"AUS","Australia","P_ADJ_ALL_G","Adjustment for pollution abatement","1997","1997","PC_PNT","Percentage points","0","Units",,,-0.3537009,,
"AUS","Australia","P_ADJ_ALL_G","Adjustment for pollution abatement","1998","1998","PC_PNT","Percentage points","0","Units",,,-0.4002663,,
"AUS","Australia","P_ADJ_ALL_G","Adjustment for pollution abatement","1999","1999","PC_PNT","Percentage points","0","Units",,,-0.125162,,
"AUS","Australia","P_ADJ_ALL_G","Adjustment for pollution abatement","2000","2000","PC_PNT","Percentage points","0","Units",,,-0.149224,,
"AUS","Australia","P_ADJ_ALL_G","Adjustment for pollution abatement","2001","2001","PC_PNT","Percentage points","0","Units",,,-0.2351625,,
"AUS","Australia","P_ADJ_ALL_G","Adjustment for pollution abatement","2002","2002","PC_PNT","Percentage points","0","Units",,,-0.06499745,,
"AUS","Australia","P_ADJ_ALL_G","Adjustment for pollution abatement","2003","2003","PC_PNT","Percentage points","0","Units",,,-0.071252,,
"AUS","Australia","P_ADJ_ALL_G","Adjustment for pollution abatement","2004","2004","PC_PNT","Percentage points","0","Units",,,-0.2771184,,
"AUS","Australia","P_ADJ_ALL_G","Adjustment for pollution abatement","2005","2005","PC_PNT","Percentage points","0","Units",,,-0.06940565,,
"AUS","Australia","P_ADJ_ALL_G","Adjustment for pollution abatement","2006","2006","PC_PNT","Percentage points","0","Units",,,-0.1297914,,
"AUS","Australia","P_ADJ_ALL_G","Adjustment for pollution abatement","2007","2007","PC_PNT","Percentage points","0","Units",,,-0.2206785,,
"AUS","Australia","P_ADJ_ALL_G","Adjustment for pollution abatement","2008","2008","PC_PNT","Percentage points","0","Units",,,-0.1108475,,
"AUS","Australia","P_ADJ_ALL_G","Adjustment for pollution abatement","2009","2009","PC_PNT","Percentage points","0","Units",,,0.0515665,,
"AUS","Australia","P_ADJ_ALL_G","Adjustment for pollution abatement","2010","2010","PC_PNT","Percentage points","0","Units",,,-0.007646129,,
"AUS","Australia","P_ADJ_ALL_G","Adjustment for pollution abatement","2011","2011","PC_PNT","Percentage points","0","Units",,,0.1174932,,
"AUS","Australia","P_ADJ_ALL_G","Adjustment for pollution abatement","2012","2012","PC_PNT","Percentage points","0","Units",,,-0.02964613,,
"AUS","Australia","L_CONTR_G","Contribution of labour","1991","1991","PC_PNT","Percentage points","0","Units",,,-0.4476492,,
"AUS","Australia","L_CONTR_G","Contribution of labour","1992","1992","PC_PNT","Percentage points","0","Units",,,0.006301176,,
"AUS","Australia","L_CONTR_G","Contribution of labour","1993","1993","PC_PNT","Percentage points","0","Units",,,0.8876228,,
"AUS","Australia","L_CONTR_G","Contribution of labour","1994","1994","PC_PNT","Percentage points","0","Units",,,1.598386,,
"AUS","Australia","L_CONTR_G","Contribution of labour","1995","1995","PC_PNT","Percentage points","0","Units",,,0.8709328,,
"AUS","Australia","L_CONTR_G","Contribution of labour","1996","1996","PC_PNT","Percentage points","0","Units",,,0.1941367,,
"AUS","Australia","L_CONTR_G","Contribution of labour","1997","1997","PC_PNT","Percentage points","0","Units",,,0.5381414,,
"AUS","Australia","L_CONTR_G","Contribution of labour","1998","1998","PC_PNT","Percentage points","0","Units",,,0.5510836,,
"AUS","Australia","L_CONTR_G","Contribution of labour","1999","1999","PC_PNT","Percentage points","0","Units",,,1.184949,,
"AUS","Australia","L_CONTR_G","Contribution of labour","2000","2000","PC_PNT","Percentage points","0","Units",,,0.08442127,,
"AUS","Australia","L_CONTR_G","Contribution of labour","2001","2001","PC_PNT","Percentage points","0","Units",,,-0.1001553,,
"AUS","Australia","L_CONTR_G","Contribution of labour","2002","2002","PC_PNT","Percentage points","0","Units",,,0.9969279,,
"AUS","Australia","L_CONTR_G","Contribution of labour","2003","2003","PC_PNT","Percentage points","0","Units",,,0.7642287,,
"AUS","Australia","L_CONTR_G","Contribution of labour","2004","2004","PC_PNT","Percentage points","0","Units",,,0.8672789,,
"AUS","Australia","L_CONTR_G","Contribution of labour","2005","2005","PC_PNT","Percentage points","0","Units",,,0.8730646,,
"AUS","Australia","L_CONTR_G","Contribution of labour","2006","2006","PC_PNT","Percentage points","0","Units",,,1.074179,,
"AUS","Australia","L_CONTR_G","Contribution of labour","2007","2007","PC_PNT","Percentage points","0","Units",,,1.095678,,
"AUS","Australia","L_CONTR_G","Contribution of labour","2008","2008","PC_PNT","Percentage points","0","Units",,,0.3907141,,
"AUS","Australia","L_CONTR_G","Contribution of labour","2009","2009","PC_PNT","Percentage points","0","Units",,,0.004385445,,
"AUS","Australia","L_CONTR_G","Contribution of labour","2010","2010","PC_PNT","Percentage points","0","Units",,,0.8725482,,
"AUS","Australia","L_CONTR_G","Contribution of labour","2011","2011","PC_PNT","Percentage points","0","Units",,,0.5467853,,
"AUS","Australia","L_CONTR_G","Contribution of labour","2012","2012","PC_PNT","Percentage points","0","Units",,,-0.2775387,,
"AUS","Australia","K_CONTR_G","Contribution of produced capital","1991","1991","PC_PNT","Percentage points","0","Units",,,0.4104958,,
"AUS","Australia","K_CONTR_G","Contribution of produced capital","1992","1992","PC_PNT","Percentage points","0","Units",,,0.4625407,,
"AUS","Australia","K_CONTR_G","Contribution of produced capital","1993","1993","PC_PNT","Percentage points","0","Units",,,0.4446472,,
"AUS","Australia","K_CONTR_G","Contribution of produced capital","1994","1994","PC_PNT","Percentage points","0","Units",,,0.5260532,,
"AUS","Australia","K_CONTR_G","Contribution of produced capital","1995","1995","PC_PNT","Percentage points","0","Units",,,0.5303131,,
"AUS","Australia","K_CONTR_G","Contribution of produced capital","1996","1996","PC_PNT","Percentage points","0","Units",,,0.5578187,,
"AUS","Australia","K_CONTR_G","Contribution of produced capital","1997","1997","PC_PNT","Percentage points","0","Units",,,0.6138515,,
"AUS","Australia","K_CONTR_G","Contribution of produced capital","1998","1998","PC_PNT","Percentage points","0","Units",,,0.5718225,,
"AUS","Australia","K_CONTR_G","Contribution of produced capital","1999","1999","PC_PNT","Percentage points","0","Units",,,0.6073486,,
"AUS","Australia","K_CONTR_G","Contribution of produced capital","2000","2000","PC_PNT","Percentage points","0","Units",,,0.5803266,,
"AUS","Australia","K_CONTR_G","Contribution of produced capital","2001","2001","PC_PNT","Percentage points","0","Units",,,0.5437735,,
"AUS","Australia","K_CONTR_G","Contribution of produced capital","2002","2002","PC_PNT","Percentage points","0","Units",,,0.6465169,,
"AUS","Australia","K_CONTR_G","Contribution of produced capital","2003","2003","PC_PNT","Percentage points","0","Units",,,0.620515,,
"AUS","Australia","K_CONTR_G","Contribution of produced capital","2004","2004","PC_PNT","Percentage points","0","Units",,,0.6650387,,
"AUS","Australia","K_CONTR_G","Contribution of produced capital","2005","2005","PC_PNT","Percentage points","0","Units",,,0.7121531,,
"AUS","Australia","K_CONTR_G","Contribution of produced capital","2006","2006","PC_PNT","Percentage points","0","Units",,,0.6593828,,
"AUS","Australia","K_CONTR_G","Contribution of produced capital","2007","2007","PC_PNT","Percentage points","0","Units",,,0.7599077,,
"AUS","Australia","K_CONTR_G","Contribution of produced capital","2008","2008","PC_PNT","Percentage points","0","Units",,,0.7140042,,
"AUS","Australia","K_CONTR_G","Contribution of produced capital","2009","2009","PC_PNT","Percentage points","0","Units",,,0.6959896,,
"AUS","Australia","K_CONTR_G","Contribution of produced capital","2010","2010","PC_PNT","Percentage points","0","Units",,,0.7029189,,
"AUS","Australia","K_CONTR_G","Contribution of produced capital","2011","2011","PC_PNT","Percentage points","0","Units",,,0.8217528,,
"AUS","Australia","K_CONTR_G","Contribution of produced capital","2012","2012","PC_PNT","Percentage points","0","Units",,,0.7609983,,
"AUS","Australia","NK_CONTR_ALL_G","Contribution of natural capital","1991","1991","PC_PNT","Percentage points","0","Units",,,0.01529498,,
"AUS","Australia","NK_CONTR_ALL_G","Contribution of natural capital","1992","1992","PC_PNT","Percentage points","0","Units",,,0.0191573,,
"AUS","Australia","NK_CONTR_ALL_G","Contribution of natural capital","1993","1993","PC_PNT","Percentage points","0","Units",,,0.08909268,,
"AUS","Australia","NK_CONTR_ALL_G","Contribution of natural capital","1994","1994","PC_PNT","Percentage points","0","Units",,,0.08942699,,
"AUS","Australia","NK_CONTR_ALL_G","Contribution of natural capital","1995","1995","PC_PNT","Percentage points","0","Units",,,0.05401362,,
"AUS","Australia","NK_CONTR_ALL_G","Contribution of natural capital","1996","1996","PC_PNT","Percentage points","0","Units",,,0.08232843,,
"AUS","Australia","NK_CONTR_ALL_G","Contribution of natural capital","1997","1997","PC_PNT","Percentage points","0","Units",,,0.07895952,,
"AUS","Australia","NK_CONTR_ALL_G","Contribution of natural capital","1998","1998","PC_PNT","Percentage points","0","Units",,,0.004520276,,
"AUS","Australia","NK_CONTR_ALL_G","Contribution of natural capital","1999","1999","PC_PNT","Percentage points","0","Units",,,0.1098376,,
"AUS","Australia","NK_CONTR_ALL_G","Contribution of natural capital","2000","2000","PC_PNT","Percentage points","0","Units",,,0.151965,,
"AUS","Australia","NK_CONTR_ALL_G","Contribution of natural capital","2001","2001","PC_PNT","Percentage points","0","Units",,,0.02654336,,
"AUS","Australia","NK_CONTR_ALL_G","Contribution of natural capital","2002","2002","PC_PNT","Percentage points","0","Units",,,-0.01920098,,
"AUS","Australia","NK_CONTR_ALL_G","Contribution of natural capital","2003","2003","PC_PNT","Percentage points","0","Units",,,0.003575301,,
"AUS","Australia","NK_CONTR_ALL_G","Contribution of natural capital","2004","2004","PC_PNT","Percentage points","0","Units",,,0.1045253,,
"AUS","Australia","NK_CONTR_ALL_G","Contribution of natural capital","2005","2005","PC_PNT","Percentage points","0","Units",,,0.1783097,,
"AUS","Australia","NK_CONTR_ALL_G","Contribution of natural capital","2006","2006","PC_PNT","Percentage points","0","Units",,,0.2575306,,
"AUS","Australia","NK_CONTR_ALL_G","Contribution of natural capital","2007","2007","PC_PNT","Percentage points","0","Units",,,0.3036329,,
"AUS","Australia","NK_CONTR_ALL_G","Contribution of natural capital","2008","2008","PC_PNT","Percentage points","0","Units",,,0.2341478,,
"AUS","Australia","NK_CONTR_ALL_G","Contribution of natural capital","2009","2009","PC_PNT","Percentage points","0","Units",,,0.3265277,,
"AUS","Australia","NK_CONTR_ALL_G","Contribution of natural capital","2010","2010","PC_PNT","Percentage points","0","Units",,,0.3988093,,
"AUS","Australia","NK_CONTR_ALL_G","Contribution of natural capital","2011","2011","PC_PNT","Percentage points","0","Units",,,0.3019305,,
"AUS","Australia","NK_CONTR_ALL_G","Contribution of natural capital","2012","2012","PC_PNT","Percentage points","0","Units",,,0.4002108,,
"AUS","Australia","EAMFP_G","Environmentally adjusted multifactor productivity growth","1991","1991","PC_PNT","Percentage points","0","Units",,,0.4032274,,
"AUS","Australia","EAMFP_G","Environmentally adjusted multifactor productivity growth","1992","1992","PC_PNT","Percentage points","0","Units",,,3.396426,,
"AUS","Australia","EAMFP_G","Environmentally adjusted multifactor productivity growth","1993","1993","PC_PNT","Percentage points","0","Units",,,2.460017,,
"AUS","Australia","EAMFP_G","Environmentally adjusted multifactor productivity growth","1994","1994","PC_PNT","Percentage points","0","Units",,,1.538015,,
"AUS","Australia","EAMFP_G","Environmentally adjusted multifactor productivity growth","1995","1995","PC_PNT","Percentage points","0","Units",,,2.040453,,
"AUS","Australia","EAMFP_G","Environmentally adjusted multifactor productivity growth","1996","1996","PC_PNT","Percentage points","0","Units",,,2.991076,,
"AUS","Australia","EAMFP_G","Environmentally adjusted multifactor productivity growth","1997","1997","PC_PNT","Percentage points","0","Units",,,2.846192,,
"AUS","Australia","EAMFP_G","Environmentally adjusted multifactor productivity growth","1998","1998","PC_PNT","Percentage points","0","Units",,,3.476629,,
"AUS","Australia","EAMFP_G","Environmentally adjusted multifactor productivity growth","1999","1999","PC_PNT","Percentage points","0","Units",,,1.844808,,
"AUS","Australia","EAMFP_G","Environmentally adjusted multifactor productivity growth","2000","2000","PC_PNT","Percentage points","0","Units",,,0.9626178,,
"AUS","Australia","EAMFP_G","Environmentally adjusted multifactor productivity growth","2001","2001","PC_PNT","Percentage points","0","Units",,,3.157764,,
"AUS","Australia","EAMFP_G","Environmentally adjusted multifactor productivity growth","2002","2002","PC_PNT","Percentage points","0","Units",,,1.390201,,
"AUS","Australia","EAMFP_G","Environmentally adjusted multifactor productivity growth","2003","2003","PC_PNT","Percentage points","0","Units",,,2.69669,,
"AUS","Australia","EAMFP_G","Environmentally adjusted multifactor productivity growth","2004","2004","PC_PNT","Percentage points","0","Units",,,1.302138,,
"AUS","Australia","EAMFP_G","Environmentally adjusted multifactor productivity growth","2005","2005","PC_PNT","Percentage points","0","Units",,,1.15565,,
"AUS","Australia","EAMFP_G","Environmentally adjusted multifactor productivity growth","2006","2006","PC_PNT","Percentage points","0","Units",,,1.638808,,
"AUS","Australia","EAMFP_G","Environmentally adjusted multifactor productivity growth","2007","2007","PC_PNT","Percentage points","0","Units",,,1.322013,,
"AUS","Australia","EAMFP_G","Environmentally adjusted multifactor productivity growth","2008","2008","PC_PNT","Percentage points","0","Units",,,0.2972706,,
"AUS","Australia","EAMFP_G","Environmentally adjusted multifactor productivity growth","2009","2009","PC_PNT","Percentage points","0","Units",,,0.9898689,,
"AUS","Australia","EAMFP_G","Environmentally adjusted multifactor productivity growth","2010","2010","PC_PNT","Percentage points","0","Units",,,0.3419176,,
"AUS","Australia","EAMFP_G","Environmentally adjusted multifactor productivity growth","2011","2011","PC_PNT","Percentage points","0","Units",,,2.011764,,
"AUS","Australia","EAMFP_G","Environmentally adjusted multifactor productivity growth","2012","2012","PC_PNT","Percentage points","0","Units",,,1.502857,,
"AUT","Austria","PA_GDP_G","Pollution-adjusted GDP growth","1996","1996","PC_PNT","Percentage points","0","Units",,,2.824482,,
"AUT","Austria","PA_GDP_G","Pollution-adjusted GDP growth","1997","1997","PC_PNT","Percentage points","0","Units",,,2.897628,,
"AUT","Austria","PA_GDP_G","Pollution-adjusted GDP growth","1998","1998","PC_PNT","Percentage points","0","Units",,,4.069899,,
"AUT","Austria","PA_GDP_G","Pollution-adjusted GDP growth","1999","1999","PC_PNT","Percentage points","0","Units",,,4.134176,,
"AUT","Austria","PA_GDP_G","Pollution-adjusted GDP growth","2000","2000","PC_PNT","Percentage points","0","Units",,,3.443244,,
"AUT","Austria","PA_GDP_G","Pollution-adjusted GDP growth","2001","2001","PC_PNT","Percentage points","0","Units",,,1.509183,,
"AUT","Austria","PA_GDP_G","Pollution-adjusted GDP growth","2002","2002","PC_PNT","Percentage points","0","Units",,,1.746804,,
"AUT","Austria","PA_GDP_G","Pollution-adjusted GDP growth","2003","2003","PC_PNT","Percentage points","0","Units",,,0.773064,,
"AUT","Austria","PA_GDP_G","Pollution-adjusted GDP growth","2004","2004","PC_PNT","Percentage points","0","Units",,,3.412327,,
"AUT","Austria","PA_GDP_G","Pollution-adjusted GDP growth","2005","2005","PC_PNT","Percentage points","0","Units",,,2.17382,,
"AUT","Austria","PA_GDP_G","Pollution-adjusted GDP growth","2006","2006","PC_PNT","Percentage points","0","Units",,,3.284679,,
"AUT","Austria","PA_GDP_G","Pollution-adjusted GDP growth","2007","2007","PC_PNT","Percentage points","0","Units",,,4.14945,,
"AUT","Austria","PA_GDP_G","Pollution-adjusted GDP growth","2008","2008","PC_PNT","Percentage points","0","Units",,,2.00345,,
"AUT","Austria","PA_GDP_G","Pollution-adjusted GDP growth","2009","2009","PC_PNT","Percentage points","0","Units",,,-2.78789,,
"AUT","Austria","PA_GDP_G","Pollution-adjusted GDP growth","2010","2010","PC_PNT","Percentage points","0","Units",,,1.481285,,
"AUT","Austria","PA_GDP_G","Pollution-adjusted GDP growth","2011","2011","PC_PNT","Percentage points","0","Units",,,3.466759,,
"AUT","Austria","PA_GDP_G","Pollution-adjusted GDP growth","2012","2012","PC_PNT","Percentage points","0","Units",,,0.7192532,,
"AUT","Austria","PA_GDP_G","Pollution-adjusted GDP growth","2013","2013","PC_PNT","Percentage points","0","Units",,,0.2612477,,
"AUT","Austria","GDP_G","GDP growth","1996","1996","PC_PNT","Percentage points","0","Units",,,2.39831,,
"AUT","Austria","GDP_G","GDP growth","1997","1997","PC_PNT","Percentage points","0","Units",,,2.205025,,
"AUT","Austria","GDP_G","GDP growth","1998","1998","PC_PNT","Percentage points","0","Units",,,3.55996,,
"AUT","Austria","GDP_G","GDP growth","1999","1999","PC_PNT","Percentage points","0","Units",,,3.589991,,
"AUT","Austria","GDP_G","GDP growth","2000","2000","PC_PNT","Percentage points","0","Units",,,3.368411,,
"AUT","Austria","GDP_G","GDP growth","2001","2001","PC_PNT","Percentage points","0","Units",,,1.350514,,
"AUT","Austria","GDP_G","GDP growth","2002","2002","PC_PNT","Percentage points","0","Units",,,1.655852,,
"AUT","Austria","GDP_G","GDP growth","2003","2003","PC_PNT","Percentage points","0","Units",,,0.7561594,,
"AUT","Austria","GDP_G","GDP growth","2004","2004","PC_PNT","Percentage points","0","Units",,,2.705738,,
"AUT","Austria","GDP_G","GDP growth","2005","2005","PC_PNT","Percentage points","0","Units",,,2.140693,,
"AUT","Austria","GDP_G","GDP growth","2006","2006","PC_PNT","Percentage points","0","Units",,,3.350819,,
"AUT","Austria","GDP_G","GDP growth","2007","2007","PC_PNT","Percentage points","0","Units",,,3.621514,,
"AUT","Austria","GDP_G","GDP growth","2008","2008","PC_PNT","Percentage points","0","Units",,,1.547266,,
"AUT","Austria","GDP_G","GDP growth","2009","2009","PC_PNT","Percentage points","0","Units",,,-3.799066,,
"AUT","Austria","GDP_G","GDP growth","2010","2010","PC_PNT","Percentage points","0","Units",,,1.783487,,
"AUT","Austria","GDP_G","GDP growth","2011","2011","PC_PNT","Percentage points","0","Units",,,2.969555,,
"AUT","Austria","GDP_G","GDP growth","2012","2012","PC_PNT","Percentage points","0","Units",,,0.7927064,,
"AUT","Austria","GDP_G","GDP growth","2013","2013","PC_PNT","Percentage points","0","Units",,,0.1833945,,
"AUT","Austria","P_ADJ_ALL_G","Adjustment for pollution abatement","1996","1996","PC_PNT","Percentage points","0","Units",,,0.4261722,,
"AUT","Austria","P_ADJ_ALL_G","Adjustment for pollution abatement","1997","1997","PC_PNT","Percentage points","0","Units",,,0.6926026,,
"AUT","Austria","P_ADJ_ALL_G","Adjustment for pollution abatement","1998","1998","PC_PNT","Percentage points","0","Units",,,0.5099393,,
"AUT","Austria","P_ADJ_ALL_G","Adjustment for pollution abatement","1999","1999","PC_PNT","Percentage points","0","Units",,,0.5441853,,
"AUT","Austria","P_ADJ_ALL_G","Adjustment for pollution abatement","2000","2000","PC_PNT","Percentage points","0","Units",,,0.07483306,,
"AUT","Austria","P_ADJ_ALL_G","Adjustment for pollution abatement","2001","2001","PC_PNT","Percentage points","0","Units",,,0.1586698,,
"AUT","Austria","P_ADJ_ALL_G","Adjustment for pollution abatement","2002","2002","PC_PNT","Percentage points","0","Units",,,0.09095275,,
"AUT","Austria","P_ADJ_ALL_G","Adjustment for pollution abatement","2003","2003","PC_PNT","Percentage points","0","Units",,,0.01690458,,
"AUT","Austria","P_ADJ_ALL_G","Adjustment for pollution abatement","2004","2004","PC_PNT","Percentage points","0","Units",,,0.7065893,,
"AUT","Austria","P_ADJ_ALL_G","Adjustment for pollution abatement","2005","2005","PC_PNT","Percentage points","0","Units",,,0.03312712,,
"AUT","Austria","P_ADJ_ALL_G","Adjustment for pollution abatement","2006","2006","PC_PNT","Percentage points","0","Units",,,-0.0661405,,
"AUT","Austria","P_ADJ_ALL_G","Adjustment for pollution abatement","2007","2007","PC_PNT","Percentage points","0","Units",,,0.5279362,,
"AUT","Austria","P_ADJ_ALL_G","Adjustment for pollution abatement","2008","2008","PC_PNT","Percentage points","0","Units",,,0.4561842,,
"AUT","Austria","P_ADJ_ALL_G","Adjustment for pollution abatement","2009","2009","PC_PNT","Percentage points","0","Units",,,1.011176,,
"AUT","Austria","P_ADJ_ALL_G","Adjustment for pollution abatement","2010","2010","PC_PNT","Percentage points","0","Units",,,-0.3022024,,
"AUT","Austria","P_ADJ_ALL_G","Adjustment for pollution abatement","2011","2011","PC_PNT","Percentage points","0","Units",,,0.4972035,,
"AUT","Austria","P_ADJ_ALL_G","Adjustment for pollution abatement","2012","2012","PC_PNT","Percentage points","0","Units",,,-0.07345321,,
"AUT","Austria","P_ADJ_ALL_G","Adjustment for pollution abatement","2013","2013","PC_PNT","Percentage points","0","Units",,,0.07785322,,
"AUT","Austria","L_CONTR_G","Contribution of labour","1996","1996","PC_PNT","Percentage points","0","Units",,,1.043504,,
"AUT","Austria","L_CONTR_G","Contribution of labour","1997","1997","PC_PNT","Percentage points","0","Units",,,0.5677532,,
"AUT","Austria","L_CONTR_G","Contribution of labour","1998","1998","PC_PNT","Percentage points","0","Units",,,-0.08871626,,
"AUT","Austria","L_CONTR_G","Contribution of labour","1999","1999","PC_PNT","Percentage points","0","Units",,,0.7993788,,
"AUT","Austria","L_CONTR_G","Contribution of labour","2000","2000","PC_PNT","Percentage points","0","Units",,,0.4451729,,
"AUT","Austria","L_CONTR_G","Contribution of labour","2001","2001","PC_PNT","Percentage points","0","Units",,,0.004401268,,
"AUT","Austria","L_CONTR_G","Contribution of labour","2002","2002","PC_PNT","Percentage points","0","Units",,,-0.1041217,,
"AUT","Austria","L_CONTR_G","Contribution of labour","2003","2003","PC_PNT","Percentage points","0","Units",,,0.08016203,,
"AUT","Austria","L_CONTR_G","Contribution of labour","2004","2004","PC_PNT","Percentage points","0","Units",,,0.3611018,,
"AUT","Austria","L_CONTR_G","Contribution of labour","2005","2005","PC_PNT","Percentage points","0","Units",,,-0.04769296,,
